ano,ano_ingresso,avaliador4,cf,cg,ct,defasagem,destaque_ida,destaque_ieg,destaque_ipv,fase,fase_ideal,gênero,iaa,ian,ida,ieg,inde,instituição_de_ensino,ips,ipv,nº_av,pedra,ra,rec_psicologia,turma
2022,2022,,184.0,"767,000",9.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,ALFA  (2º e 3º ano),Menina,"9,0","10,000","2,1","6,8","5,666",Escola Pública,"5,0","5,500",2.0,Quartzo,RA-852,Não indicado,Z
2022,2022,,3.0,"28,000",1.0,0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,ALFA  (2º e 3º ano),Menina,"10,0","10,000","8,5","9,6","8,616",Escola Pública,"7,5","8,500",2.0,Topázio,RA-853,Não atendido,Z
2022,2022,,32.0,"116,000",7.0,0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,ALFA  (2º e 3º ano),Menina,"8,0","10,000","9,3","9,0","8,098",Escola Pública,"7,5","7,167",2.0,Topázio,RA-854,Não atendido,Z
2022,2022,,9.0,"41,000",2.0,-1,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,Fase 1 (4º ano),Menina,"10,0","5,000","9,7","9,6","8,453",Escola Pública,"7,5","9,000",2.0,Topázio,RA-855,Não atendido,Z
2022,2022,,10.0,"48,000",3.0,0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,ALFA  (2º e 3º ano),Menino,"10,0","10,000","8,4","9,1","8,398",Escola Pública,"7,5","8,000",2.0,Topázio,RA-856,Não atendido,Z
2022,2022,,27.0,"97,000",5.0,-1,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,Fase 1 (4º ano),Menina,"8,5","5,000","9,5","8,9","8,154",Escola Pública,"7,5","9,083",2.0,Topázio,RA-857,Não atendido,Z
2022,2022,,84.0,"301,000",8.0,0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,ALFA  (2º e 3º ano),Menino,"10,0","10,000","7,7","7,1","7,523",Escola Pública,"5,6","7,333",2.0,Ametista,RA-858,Requer avaliação,Z
2022,2022,,15.0,"58,000",4.0,0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,ALFA  (2º e 3º ano),Menina,"8,5","10,000","8,9","8,7","8,325",Escola Pública,"7,5","8,250",2.0,Topázio,RA-859,Não atendido,Z
2022,2022,,29.0,"104,000",6.0,0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,ALFA  (2º e 3º ano),Menino,"9,5","10,000","8,1","8,5","8,136",Escola Pública,"7,5","7,750",2.0,Topázio,RA-860,Não atendido,Z
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,5",10,"9,6","10,0","9,31095",Pública,"8,13","8,92",2.0,Topázio,RA-861,,ALFA A - G0/G1
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"8,5",5,"8,9","9,1","8,2212",Pública,"8,14","8,585",2.0,Topázio,RA-862,,ALFA A - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"0,0",10,"6,3","7,6","5,92975",Pública,"3,14","6,26",2.0,Quartzo,RA-863,,ALFA A - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"0,0",10,"6,3","7,6","7,034",Pública,"8,14","8,5",2.0,Ametista,RA-864,,ALFA A - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"8,5",10,"7,4","8,7","8,1552",Pública,"7,52","7,915",2.0,Topázio,RA-865,,ALFA A - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"0,0",10,"8,6","8,3","7,679",Pública,"8,76","8,415",2.0,Ametista,RA-866,,ALFA A - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"9,0",10,"8,9","8,6","8,6992",Pública,"8,76","8,415",2.0,Topázio,RA-867,,ALFA A - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"10,0",10,"7,1","9,5","8,63895",Pública,"8,76","8,67",2.0,Topázio,RA-868,,ALFA A - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,0",10,"9,6","10,0","9,2587",Pública,"8,76","8,75",2.0,Topázio,RA-869,,ALFA A - G0/G1
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Feminino,"0,0",5,"1,5","8,5","4,909",Pública,"8,76","5,165",2.0,Quartzo,RA-870,,ALFA A - G0/G1
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"9,0",5,"6,9","9,5","6,8617",Pública,"3,76","6,84",2.0,Agata,RA-871,,ALFA B - G2/G3
2023,2023,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"0,0",5,"4,3","6,7","5,267",Pública,"2,52","8,5",2.0,Quartzo,RA-872,,ALFA B - G2/G3
2023,2023,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"8,5",5,"7,0","9,7","7,8012",Pública,"7,52","8,67",2.0,Ametista,RA-873,,ALFA B - G2/G3
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"0,0",5,"4,8","8,2","5,811",Pública,"7,52","6,67",2.0,Quartzo,RA-874,,ALFA B - G2/G3
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"9,5",5,"7,3","9,5","8,2712",Pública,"7,52","9,845",2.0,Topázio,RA-875,,ALFA B - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"10,0",10,"7,5","9,4","8,6492",Pública,"7,52","8,835",2.0,Topázio,RA-876,,ALFA B - G2/G3
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"9,5",5,"6,9","9,5","7,4722",Pública,"7,52","7,5",2.0,Ametista,RA-877,,ALFA B - G2/G3
2023,2023,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"0,0",5,"8,1","9,5","6,24",Pública,"2,52","7,34",2.0,Agata,RA-878,,ALFA B - G2/G3
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Feminino,"0,0",5,"8,2","9,8","6,8225",Pública,"2,52","8,915",2.0,Agata,RA-879,,ALFA B - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"0,0",10,"6,3","9,4","6,724",Pública,"2,52","8,585",2.0,Agata,RA-880,,ALFA B - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"10,0",10,"7,3","8,9","7,7322",Pública,"7,52","6,25",2.0,Ametista,RA-881,,ALFA B - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,0",10,"4,7","8,6","6,0092",Pública,"2,52","4,16",2.0,Agata,RA-882,,ALFA C - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,5",10,"8,4","9,7","8,5082",Pública,"6,89","8,17",2.0,Topázio,RA-883,,ALFA C - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,0",10,"8,8","9,7","8,4587",Pública,"4,39","8,66",2.0,Topázio,RA-884,,ALFA C - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"9,0",10,"8,7","9,8","8,8252",Pública,"7,52","8,665",2.0,Topázio,RA-885,,ALFA C - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"8,5",10,"8,1","9,4","8,6422",Pública,"7,52",9,2.0,Topázio,RA-886,,ALFA C - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"8,9",10,"8,4","8,9","8,6718",Pública,"7,52","9,09",2.0,Topázio,RA-887,,ALFA C - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"9,0",10,"8,8","10,0","8,9182",Pública,"7,52","8,83",2.0,Topázio,RA-888,,ALFA C - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"8,5",10,"9,1","9,5","8,8092",Pública,"6,89",9,2.0,Topázio,RA-889,,ALFA C - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"0,0",10,"8,3","9,1","6,989",Pública,"2,52","8,16",2.0,Agata,RA-890,,ALFA C - G0/G1
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Feminino,"9,5",5,"7,5","9,5","7,8882",Pública,"6,89","7,995",2.0,Ametista,RA-891,,ALFA C - G0/G1
2023,2022,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"9,0",10,"6,5","8,1","7,4277",Privada,"7,52","5,84",2.0,Ametista,RA-684,,ALFA D - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"8,0",10,"8,3","9,6","8,8112",Pública,"6,89","10,01",2.0,Topázio,RA-892,,ALFA D - G2/G3
2023,2022,,,,,-1,,,,,Fase 1 (3° e 4° ano),Feminino,"8,5",5,"8,5","9,0","8,1442",Pública,"7,52","9,01",2.0,Topázio,RA-857,,ALFA D - G2/G3
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"9,5",5,"9,3","10,0","8,8042",Pública,"7,52","10,01",2.0,Topázio,RA-893,,ALFA D - G2/G3
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Feminino,"9,5",5,"9,4","9,9","8,8142",Pública,"7,52","10,01",2.0,Topázio,RA-894,,ALFA D - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"9,0",5,"9,1","9,8","8,6112",Pública,"6,89","10,01",2.0,Topázio,RA-690,,ALFA D - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,5",10,"6,8","9,5","8,5397",Pública,"7,52","9,5",2.0,Topázio,RA-895,,ALFA D - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"9,5",10,"8,5","10,0","9,0912",Pública,"6,89","10,01",2.0,Topázio,RA-896,,ALFA D - G2/G3
2023,2022,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"10,0",10,"8,5","9,4","9,0112",Pública,"6,89","10,01",2.0,Topázio,RA-693,,ALFA D - G2/G3
2023,2022,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"10,0",10,"8,3","8,0","8,3577",Pública,"7,52","8,34",2.0,Topázio,RA-675,,ALFA D - G2/G3
2023,2022,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"0,0",5,"7,3","7,9","6,06525",Pública,"6,26","6,265",2.0,Agata,RA-850,,ALFA D - G2/G3
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"0,0",5,"6,5","8,1","5,48225",Pública,"7,52","3,32",2.0,Quartzo,RA-897,,ALFA D - G2/G3
2023,2022,,,,,-1,,,,,Fase 1 (3° e 4° ano),Feminino,"9,0",5,"7,9","8,5","7,2117",Pública,"3,77","8,01",2.0,Ametista,RA-842,,ALFA E - G2/G3
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"9,0",5,"9,4","9,8","8,4217",Pública,"3,77","10,01",2.0,Topázio,RA-898,,ALFA E - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"10,0",10,"9,5","9,8","8,8452",Pública,"3,77","9,34",2.0,Topázio,RA-899,,ALFA E - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,0",10,"7,8","9,8","8,8947",Pública,"9,38","8,67",2.0,Topázio,RA-900,,ALFA E - G2/G3
2023,2022,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,5",10,"6,0","8,2","7,4637",Pública,"3,77","8,67",2.0,Ametista,RA-846,,ALFA E - G2/G3
2023,2023,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"8,5",5,"7,5","8,7","7,3112",Pública,"3,77","8,595",2.0,Ametista,RA-901,,ALFA E - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"0,0",5,"7,1","9,1","6,659",Pública,"3,77","9,01",2.0,Agata,RA-743,,ALFA E - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"0,0",5,"8,3","7,8","6,2955",Pública,"3,77","8,18",2.0,Agata,RA-681,,ALFA E - G2/G3
2023,2023,,,,,-3,,,,,Fase 3 (7° e 8° ano),Masculino,"10,0","2,5","3,9","9,3","5,97345",Pública,"2,52","6,5",2.0,Quartzo,RA-902,,ALFA E - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"10,0",10,"7,8","9,6","8,5242",Pública,"5,02","9,01",2.0,Topázio,RA-903,,ALFA E - G2/G3
2023,2022,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"8,4",5,"6,6","7,5","6,1683",Pública,"2,52","6,01",2.0,Agata,RA-851,,ALFA E - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"7,9",5,"7,6","9,1","6,5418",Pública,"2,52","5,84",2.0,Agata,RA-847,,ALFA E - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,0",10,"6,4","9,3","8,140783333",Pública,"7,52","7,836666667",2.0,Topázio,RA-904,,ALFA F - G0/G1
2023,2022,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"0,0",10,"9,3","8,1","7,248833333",Pública,"3,77","7,946666667",2.0,Ametista,RA-858,,ALFA F - G0/G1
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"9,5",5,"8,3","9,4","7,831033333",Pública,"7,52","7,056666667",2.0,Ametista,RA-905,,ALFA F - G0/G1
2023,2022,,,,,-1,,,,,Fase 1 (3° e 4° ano),Feminino,"10,0",5,"9,3","10,0","8,239866667",Pública,"5,63","7,833333333",2.0,Topázio,RA-702,,ALFA F - G0/G1
2023,2022,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"9,5",5,"8,4","9,0","8,117366667",Pública,"7,52","8,113333333",2.0,Topázio,RA-725,,ALFA F - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"7,5",10,"8,6","9,2","8,1922",Pública,"7,52","6,95",2.0,Topázio,RA-906,,ALFA F - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,5",10,"9,3","9,6","8,962033333",Privada,"7,52","8,336666667",2.0,Topázio,RA-907,,ALFA F - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,0",10,"7,9","9,0","8,479366667",Pública,"7,52","8,223333333",2.0,Topázio,RA-908,,ALFA F - G0/G1
2023,2023,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"10,0",5,"9,2","9,9","8,486033333",Pública,"7,52","8,056666667",2.0,Topázio,RA-909,,ALFA F - G0/G1
2023,2022,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"0,0",5,"9,2","9,8","7,5105",Pública,"7,52","8,28",2.0,Ametista,RA-708,,ALFA F - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"0,0",10,"8,9","8,8","7,801",Pública,"7,52","8,17",2.0,Ametista,RA-910,,ALFA F - G0/G1
2023,2021,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"7,9",5,"7,8","8,3","6,5143",Pública,"3,14","5,68",2.0,Agata,RA-671,,ALFA G - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"9,5",5,"6,7","9,6","7,6417",Pública,"6,27","8,085",2.0,Ametista,RA-836,,ALFA G - G2/G3
2023,2023,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"9,0",5,"3,4","6,7","5,59545",Pública,"2,52","7,01",2.0,Quartzo,RA-911,,ALFA G - G2/G3
2023,2022,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"7,0",10,"7,4","9,8","8,2372",Pública,"6,89","8,34",2.0,Topázio,RA-860,,ALFA G - G2/G3
2023,2022,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"9,5",5,"8,0","8,8","7,6802",Pública,"2,52","9,34",2.0,Ametista,RA-727,,ALFA G - G2/G3
2023,2022,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"9,0",5,"7,6","8,3","7,5972",Pública,"7,52","8,25",2.0,Ametista,RA-739,,ALFA G - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"0,0",5,"9,1","8,7","7,2845",Privada,"7,52","8,925",2.0,Ametista,RA-740,,ALFA G - G2/G3
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Feminino,"7,0",5,"6,3","9,4","7,0797",Pública,"7,52","7,175",2.0,Ametista,RA-912,,ALFA G - G2/G3
2023,2021,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"9,0",5,"7,3","7,8","7,1527",Pública,"4,39","8,08",2.0,Ametista,RA-706,,ALFA G - G2/G3
2023,2022,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"9,5",5,"8,2","9,0","7,7862",Pública,"4,38","8,59",2.0,Ametista,RA-840,,ALFA G - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"0,0",5,"6,9","7,2","6,78",Pública,"7,52","9,84",2.0,Agata,RA-841,,ALFA G - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"10,0",5,"4,9","7,9","6,6927",Pública,"7,52","6,59",2.0,Agata,RA-709,,ALFA G - G2/G3
2023,2023,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"8,0",5,"7,9","8,5","7,7432",Pública,"6,89","9,245",2.0,Ametista,RA-913,,ALFA H - G0/G1
2023,2022,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"10,0",10,"6,0","6,1","7,3687",Pública,"7,52","8,17",2.0,Ametista,RA-726,,ALFA H - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"10,0",10,"8,7","9,2","8,6912",Pública,"7,52","8,67",2.0,Topázio,RA-914,,ALFA H - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"10,0",10,"8,4","8,4","8,5962",Pública,"7,52","8,67",2.0,Topázio,RA-915,,ALFA H - G0/G1
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Feminino,"9,5",5,"6,6","9,7","7,3882",Pública,"2,52","9,005",2.0,Ametista,RA-916,,ALFA H - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"0,0",10,"7,0","7,2","5,987",Pública,"2,52","6,35",2.0,Quartzo,RA-917,,ALFA H - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"10,0",10,"7,7","8,7","7,4967",Pública,"2,52","7,01",2.0,Ametista,RA-918,,ALFA H - G0/G1
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"0,0",5,"5,3","8,4","6,225",Pública,"7,52","8,09",2.0,Agata,RA-919,,ALFA H - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,0",10,"6,1","6,3","6,9647",Pública,"7,52","6,35",2.0,Agata,RA-920,,ALFA H - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,0",10,"6,3","9,7","7,7407",Pública,"7,52","6,68",2.0,Ametista,RA-921,,ALFA I - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"8,5",10,"8,4","9,7","8,5262",Pública,"3,14","10,01",2.0,Topázio,RA-922,,ALFA I - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"0,0",5,"5,4","9,5","5,8915",Pública,"3,14","7,675",2.0,Quartzo,RA-715,,ALFA I - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"8,5",5,"7,1","8,4","6,4497",Pública,"2,52","5,925",2.0,Agata,RA-822,,ALFA I - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,5",10,"7,3","9,9","8,8842",Pública,"7,52","10,01",2.0,Topázio,RA-923,,ALFA I - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"0,0",5,"7,5","7,6","7,024",Pública,"7,52","10,01",2.0,Ametista,RA-742,,ALFA I - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"9,0",10,"5,0","5,6","6,5207",Pública,"7,52","5,93",2.0,Agata,RA-924,,ALFA I - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"9,0",10,"5,4","8,9","7,1837",Pública,"7,52","5,595",2.0,Ametista,RA-925,,ALFA I - G2/G3
2023,2022,,,,,-1,,,,,Fase 1 (3° e 4° ano),Feminino,"10,0",5,"7,4","9,5","7,8402",Pública,"3,77","9,84",2.0,Ametista,RA-853,,ALFA J - G2/G3
2023,2022,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"0,0",10,"6,0","9,5","6,6415",Pública,"3,77","8,01",2.0,Agata,RA-854,,ALFA J - G2/G3
2023,2022,,,,,-1,,,,,Fase 1 (3° e 4° ano),Feminino,"9,5",5,"7,8","9,7","8,2852",Pública,"7,52","9,84",2.0,Topázio,RA-700,,ALFA J - G2/G3
2023,2021,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"9,5",5,"7,2","9,9","7,3982",Pública,"3,77","7,68",2.0,Ametista,RA-701,,ALFA J - G2/G3
2023,2022,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"0,0",10,"7,3","9,6","7,3355",Pública,"7,52","8,255",2.0,Ametista,RA-856,,ALFA J - G2/G3
2023,2021,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"7,9",5,"6,4","9,5","6,5623",Pública,"2,52","6,43",2.0,Agata,RA-672,,ALFA J - G2/G3
2023,2022,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"8,0",10,"7,3","9,2","8,6042",Pública,"7,52","10,01",2.0,Topázio,RA-859,,ALFA J - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"10,0",5,"6,1","9,9","6,8297",Pública,"3,14","6,265",2.0,Agata,RA-704,,ALFA J - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"9,5",5,"5,1","6,9","6,2707",Pública,"4,39","7,095",2.0,Agata,RA-741,,ALFA J - G2/G3
2023,2021,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"9,5",5,"5,9","5,3","6,4137",Pública,"7,52","7,095",2.0,Agata,RA-719,,ALFA J - G2/G3
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Feminino,"9,0",5,"6,8","10,0","7,7792",Pública,"3,77","9,51",2.0,Ametista,RA-926,,ALFA J - G2/G3
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Feminino,"9,0",5,"6,4","9,7","7,5982",Pública,"3,77","9,255",2.0,Ametista,RA-927,,ALFA J - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"8,5",10,"9,8","10,0","9,3712",Pública,"7,52","9,67",2.0,Topázio,RA-928,,ALFA K - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"8,5",10,"8,8","9,8","9,1312",Pública,"7,52","9,67",2.0,Topázio,RA-929,,ALFA K - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"9,0",10,"9,0","8,8","8,8872",Pública,"7,52",9,2.0,Topázio,RA-930,,ALFA K - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Masculino,"8,5",10,"7,8","8,2","7,3747",Pública,"2,52","7,6",2.0,Ametista,RA-931,,ALFA K - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,5",10,"7,5","7,9","8,3847",Pública,"7,52",9,2.0,Topázio,RA-932,,ALFA K - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,0",10,"7,7","8,4","8,6712",Pública,"7,52","9,67",2.0,Topázio,RA-933,,ALFA K - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,0",10,"8,7","9,6","9,1737",Pública,"7,52","9,67",2.0,Topázio,RA-934,,ALFA K - G0/G1
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"0,0",5,"9,4","9,8","7,9535",Pública,"7,52","9,67",2.0,Ametista,RA-935,,ALFA K - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,0",10,"6,5","10,0","8,5477",Pública,"7,52","8,915",2.0,Topázio,RA-936,,ALFA K - G0/G1
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"9,5",10,"9,2","9,6","9,3237",Pública,"7,52","9,67",2.0,Topázio,RA-937,,ALFA K - G0/G1
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"10,0",5,"6,1","8,7","7,0927",Pública,"7,52","6,59",2.0,Ametista,RA-756,,ALFA K - G0/G1
2023,2023,,,,,-1,,,,,Fase 1 (3° e 4° ano),Masculino,"8,5",5,"4,2","8,4","6,7372",Pública,"7,52","7,5",2.0,Agata,RA-938,,ALFA K - G0/G1
2023,2023,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"9,0",5,"5,4","10,0","7,9742",Pública,"7,52","10,01",2.0,Ametista,RA-939,,ALFA L - G2/G3
2023,2022,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"0,0",10,"7,9","9,5","7,974",Pública,"7,52","10,01",2.0,Ametista,RA-789,,ALFA L - G2/G3
2023,2022,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"9,0",5,"7,2","7,7","7,6267",Pública,"7,52","9,085",2.0,Ametista,RA-792,,ALFA L - G2/G3
2023,2023,,,,,-2,,,,,Fase 2 (5° e 6° ano),Masculino,"9,0",5,"6,3","8,4","6,6112",Pública,"2,52","7,02",2.0,Agata,RA-940,,ALFA L - G2/G3
2023,2023,,,,,0,,,,,ALFA (1° e 2° ano),Feminino,"8,0",10,"5,0","10,0","7,6872",Pública,"7,52","8,175",2.0,Ametista,RA-941,,ALFA L - G2/G3
2023,2023,,,,,-2,,,,,Fase 2 (5° e 6° ano),Feminino,"9,5",5,"7,1","8,9","6,8547",Pública,"2,52",7,2.0,Agata,RA-942,,ALFA L - G2/G3
