ipv,ips,iaa,ieg,no_av,ida,defasagem,media
7.833,7.5,9.5,7.1,2.0,6.9,1,5.9761428571428565
7.5,7.5,9.0,8.6,2.0,7.8,0,6.057142857142857
7.5,7.5,10.0,8.6,2.0,6.0,1,6.085714285714286
7.167,7.5,9.5,9.2,2.0,7.2,1,6.223857142857144
8.833,7.5,10.0,9.2,2.0,8.8,1,6.761857142857143
7.583,7.5,10.0,9.5,2.0,7.8,1,6.483285714285714
9.083,7.5,9.0,9.0,2.0,9.0,1,6.654714285714285
6.667,7.5,6.9,7.3,2.0,7.5,0,5.40957142857143
7.583,7.5,8.5,8.3,2.0,9.2,1,6.297571428571429
7.5,7.5,8.5,9.0,2.0,8.8,0,6.185714285714285
9.417,7.5,10.0,7.4,2.0,6.3,1,6.231
6.583,7.5,0.0,5.1,2.0,5.4,1,3.9404285714285714
7.5,7.5,9.0,8.2,2.0,7.8,0,6.0
7.5,7.5,8.5,8.5,2.0,7.2,1,6.028571428571429
8.25,7.5,7.5,8.3,2.0,9.1,0,6.0928571428571425
8.417,7.5,8.5,9.0,2.0,9.2,0,6.373857142857143
8.333,8.1,0.0,5.0,2.0,5.9,0,4.190428571428571
8.417,7.5,10.0,8.8,2.0,8.7,0,6.488142857142857
7.917,7.5,9.0,7.2,2.0,5.9,0,5.6452857142857145
7.417,4.4,7.9,8.2,2.0,7.7,1,5.5167142857142855
7.833,7.5,9.5,7.0,2.0,9.0,1,6.261857142857143
7.417,7.5,8.5,8.3,2.0,9.1,1,6.259571428571428
7.167,7.5,10.0,7.3,2.0,8.5,0,6.066714285714285
6.583,7.5,9.0,7.9,2.0,8.3,0,5.897571428571429
5.5,5.0,9.0,6.8,2.0,2.1,0,4.342857142857143
8.5,7.5,10.0,9.6,2.0,8.5,0,6.585714285714286
7.167,7.5,8.0,9.0,2.0,9.3,0,6.138142857142857
9.0,7.5,10.0,9.6,2.0,9.7,1,6.971428571428571
8.0,7.5,10.0,9.1,2.0,8.4,0,6.428571428571429
9.083,7.5,8.5,8.9,2.0,9.5,1,6.640428571428571
7.333,5.6,10.0,7.1,2.0,7.7,0,5.676142857142858
8.25,7.5,8.5,8.7,2.0,8.9,0,6.264285714285714
7.75,7.5,9.5,8.5,2.0,8.1,0,6.192857142857143
8.92,8.13,9.5,10.0,2.0,9.6,0,6.878571428571428
8.585,8.14,8.5,9.1,2.0,8.9,1,6.603571428571429
6.26,3.14,0.0,7.6,2.0,6.3,0,3.6142857142857143
8.5,8.14,0.0,7.6,2.0,6.3,0,4.648571428571429
7.915,7.52,8.5,8.7,2.0,7.4,0,6.005
8.415,8.76,0.0,8.3,2.0,8.6,0,5.153571428571428
8.415,8.76,9.0,8.6,2.0,8.9,0,6.5249999999999995
8.67,8.76,10.0,9.5,2.0,7.1,0,6.575714285714286
8.75,8.76,9.0,10.0,2.0,9.6,0,6.872857142857143
5.165,8.76,0.0,8.5,2.0,1.5,1,3.8464285714285715
6.84,3.76,9.0,9.5,2.0,6.9,1,5.571428571428571
8.5,2.52,0.0,6.7,2.0,4.3,1,3.5742857142857143
8.67,7.52,8.5,9.7,2.0,7.0,1,6.341428571428572
6.67,7.52,0.0,8.2,2.0,4.8,1,4.312857142857143
9.845,7.52,9.5,9.5,2.0,7.3,1,6.666428571428571
8.835,7.52,10.0,9.4,2.0,7.5,0,6.465000000000001
7.5,7.52,9.5,9.5,2.0,6.9,1,6.274285714285713
7.34,2.52,0.0,9.5,2.0,8.1,1,4.351428571428571
8.915,2.52,0.0,9.8,2.0,8.2,1,4.633571428571429
8.585,2.52,0.0,9.4,2.0,6.3,0,4.115
6.25,7.52,10.0,8.9,2.0,7.3,0,5.9957142857142856
4.16,2.52,9.0,8.6,2.0,4.7,0,4.425714285714286
8.17,6.89,9.5,9.7,2.0,8.4,0,6.38
8.66,4.39,9.0,9.7,2.0,8.8,0,6.078571428571428
8.665,7.52,9.0,9.8,2.0,8.7,0,6.526428571428572
9.0,7.52,8.5,9.4,2.0,8.1,0,6.36
9.09,7.52,8.9,8.9,2.0,8.4,0,6.40142857142857
8.83,7.52,9.0,10.0,2.0,8.8,0,6.592857142857143
9.0,6.89,8.5,9.5,2.0,9.1,0,6.427142857142857
8.16,2.52,0.0,9.1,2.0,8.3,0,4.297142857142857
7.995,6.89,9.5,9.5,2.0,7.5,1,6.340714285714285
5.84,7.52,9.0,8.1,2.0,6.5,0,5.565714285714286
10.01,6.89,8.0,9.6,2.0,8.3,0,6.3999999999999995
9.01,7.52,8.5,9.0,2.0,8.5,1,6.5042857142857144
10.01,7.52,9.5,10.0,2.0,9.3,1,7.047142857142857
10.01,7.52,9.5,9.9,2.0,9.4,1,7.047142857142857
10.01,6.89,9.0,9.8,2.0,9.1,1,6.828571428571429
9.5,7.52,9.5,9.5,2.0,6.8,0,6.402857142857142
10.01,6.89,9.5,10.0,2.0,8.5,0,6.7
10.01,6.89,10.0,9.4,2.0,8.5,0,6.685714285714285
8.34,7.52,10.0,8.0,2.0,8.3,0,6.308571428571428
6.265,6.26,0.0,7.9,2.0,7.3,1,4.389285714285714
3.32,7.52,0.0,8.1,2.0,6.5,1,4.062857142857142
8.01,3.77,9.0,8.5,2.0,7.9,1,5.74
10.01,3.77,9.0,9.8,2.0,9.4,1,6.425714285714285
9.34,3.77,10.0,9.8,2.0,9.5,0,6.344285714285713
8.67,9.38,9.0,9.8,2.0,7.8,0,6.664285714285714
8.67,3.77,9.5,8.2,2.0,6.0,0,5.448571428571428
8.595,3.77,8.5,8.7,2.0,7.5,1,5.723571428571428
9.01,3.77,0.0,9.1,2.0,7.1,1,4.5685714285714285
8.18,3.77,0.0,7.8,2.0,8.3,1,4.435714285714286
6.5,2.52,10.0,9.3,2.0,3.9,1,5.031428571428571
9.01,5.02,10.0,9.6,2.0,7.8,0,6.204285714285715
6.01,2.52,8.4,7.5,2.0,6.6,1,4.861428571428571
5.84,2.52,7.9,9.1,2.0,7.6,1,5.137142857142857
7.836666667,7.52,9.0,9.3,2.0,6.4,0,6.0080952381428565
7.946666667,3.77,0.0,8.1,2.0,9.3,0,4.445238095285714
7.056666667,7.52,9.5,9.4,2.0,8.3,1,6.396666666714286
7.833333333,5.63,10.0,10.0,2.0,9.3,1,6.53761904757143
8.113333333,7.52,9.5,9.0,2.0,8.4,1,6.504761904714285
6.95,7.52,7.5,9.2,2.0,8.6,0,5.967142857142858
8.336666667,7.52,9.5,9.6,2.0,9.3,0,6.608095238142858
8.223333333,7.52,9.0,9.0,2.0,7.9,0,6.234761904714285
8.056666667,7.52,10.0,9.9,2.0,9.2,1,6.810952380999999
8.28,7.52,0.0,9.8,2.0,9.2,1,5.3999999999999995
8.17,7.52,0.0,8.8,2.0,8.9,0,5.055714285714286
5.68,3.14,7.9,8.3,2.0,7.8,1,5.117142857142857
8.085,6.27,9.5,9.6,2.0,6.7,1,6.165
7.01,2.52,9.0,6.7,2.0,3.4,1,4.518571428571429
8.34,6.89,7.0,9.8,2.0,7.4,0,5.918571428571428
9.34,2.52,9.5,8.8,2.0,8.0,1,5.88
8.25,7.52,9.0,8.3,2.0,7.6,1,6.238571428571428
8.925,7.52,0.0,8.7,2.0,9.1,1,5.320714285714286
7.175,7.52,7.0,9.4,2.0,6.3,1,5.770714285714285
8.08,4.39,9.0,7.8,2.0,7.3,1,5.652857142857143
8.59,4.38,9.5,9.0,2.0,8.2,1,6.095714285714286
9.84,7.52,0.0,7.2,2.0,6.9,1,4.922857142857143
6.59,7.52,10.0,7.9,2.0,4.9,1,5.701428571428571
9.245,6.89,8.0,8.5,2.0,7.9,1,6.219285714285713
8.17,7.52,10.0,6.1,2.0,6.0,0,5.684285714285714
8.67,7.52,10.0,9.2,2.0,8.7,0,6.5842857142857145
8.67,7.52,10.0,8.4,2.0,8.4,0,6.427142857142856
9.005,2.52,9.5,9.7,2.0,6.6,1,5.760714285714285
6.35,2.52,0.0,7.2,2.0,7.0,0,3.5814285714285714
7.01,2.52,10.0,8.7,2.0,7.7,0,5.418571428571428
8.09,7.52,0.0,8.4,2.0,5.3,1,4.615714285714286
6.35,7.52,9.0,6.3,2.0,6.1,0,5.324285714285714
6.68,7.52,9.0,9.7,2.0,6.3,0,5.885714285714285
10.01,3.14,8.5,9.7,2.0,8.4,0,5.9642857142857135
7.675,3.14,0.0,9.5,2.0,5.4,1,4.102142857142857
5.925,2.52,8.5,8.4,2.0,7.1,1,5.063571428571429
10.01,7.52,9.5,9.9,2.0,7.3,0,6.604285714285714
10.01,7.52,0.0,7.6,2.0,7.5,1,5.090000000000001
5.93,7.52,9.0,5.6,2.0,5.0,0,5.007142857142857
5.595,7.52,9.0,8.9,2.0,5.4,0,5.487857142857143
9.84,3.77,10.0,9.5,2.0,7.4,1,6.215714285714285
8.01,3.77,0.0,9.5,2.0,6.0,0,4.182857142857143
9.84,7.52,9.5,9.7,2.0,7.8,1,6.765714285714286
7.68,3.77,9.5,9.9,2.0,7.2,1,5.864285714285715
8.255,7.52,0.0,9.6,2.0,7.3,0,4.953571428571428
6.43,2.52,7.9,9.5,2.0,6.4,1,5.107142857142857
10.01,7.52,8.0,9.2,2.0,7.3,0,6.29
6.265,3.14,10.0,9.9,2.0,6.1,1,5.486428571428571
7.095,4.39,9.5,6.9,2.0,5.1,1,5.140714285714286
7.095,7.52,9.5,5.3,2.0,5.9,1,5.473571428571428
9.51,3.77,9.0,10.0,2.0,6.8,1,6.011428571428572
9.255,3.77,9.0,9.7,2.0,6.4,1,5.874999999999999
9.67,7.52,8.5,10.0,2.0,9.8,0,6.784285714285714
9.67,7.52,8.5,9.8,2.0,8.8,0,6.612857142857142
9.0,7.52,9.0,8.8,2.0,9.0,0,6.474285714285714
7.6,2.52,8.5,8.2,2.0,7.8,0,5.231428571428571
9.0,7.52,9.5,7.9,2.0,7.5,0,6.202857142857143
9.67,7.52,9.0,8.4,2.0,7.7,0,6.327142857142857
9.67,7.52,9.0,9.6,2.0,8.7,0,6.641428571428571
9.67,7.52,0.0,9.8,2.0,9.4,1,5.627142857142857
8.915,7.52,9.0,10.0,2.0,6.5,0,6.276428571428572
9.67,7.52,9.5,9.6,2.0,9.2,0,6.784285714285714
6.59,7.52,10.0,8.7,2.0,6.1,1,5.9871428571428575
7.5,7.52,8.5,8.4,2.0,4.2,1,5.588571428571429
10.01,7.52,9.0,10.0,2.0,5.4,1,6.418571428571428
10.01,7.52,0.0,9.5,2.0,7.9,0,5.275714285714286
9.085,7.52,9.0,7.7,2.0,7.2,1,6.215000000000001
7.02,2.52,9.0,8.4,2.0,6.3,1,5.177142857142856
8.175,7.52,8.0,10.0,2.0,5.0,0,5.813571428571429
7.0,2.52,9.5,8.9,2.0,7.1,1,5.4314285714285715
9.925,7.52,9.5,9.4,2.0,8.0,0,6.6207142857142856
9.345,2.52,8.5,9.8,2.0,7.5,1,5.809285714285715
10.01,7.52,10.0,9.1,2.0,7.9,1,6.79
10.01,7.52,9.0,9.2,2.0,6.2,1,6.41857142857143
10.01,7.52,9.0,9.6,2.0,8.2,1,6.761428571428572
6.67,7.52,9.0,7.6,2.0,7.5,1,5.898571428571429
6.84,7.52,8.5,9.2,2.0,7.9,0,5.994285714285715
7.0,7.52,9.5,9.4,2.0,9.3,0,6.388571428571429
6.67,2.52,9.5,6.1,2.0,5.6,1,4.7700000000000005
5.08,7.52,9.0,7.9,2.0,3.3,0,4.971428571428571
8.34,7.52,9.0,7.6,2.0,0.0,0,4.922857142857143
6.5,7.52,9.5,8.1,2.0,8.9,0,6.074285714285714
8.17,7.52,9.0,10.0,2.0,9.3,0,6.569999999999999
7.67,2.52,10.0,7.5,2.0,7.9,1,5.5128571428571425
9.09,7.52,9.5,9.7,2.0,8.4,0,6.601428571428571
8.675,3.77,10.0,9.3,2.0,8.0,1,6.106428571428572
8.425,3.77,9.5,9.2,2.0,9.0,0,5.984999999999999
8.34,3.77,10.0,10.0,2.0,7.3,1,6.058571428571428
7.09,3.14,7.4,8.8,2.0,8.3,0,5.247142857142857
8.005,3.14,0.0,8.3,2.0,7.7,0,4.163571428571428
8.675,3.14,9.5,8.8,2.0,8.3,1,5.916428571428573
7.09,3.14,9.0,8.8,2.0,7.8,1,5.547142857142857
8.59,3.77,8.0,9.4,2.0,8.3,1,5.865714285714286
7.925,3.77,9.5,6.8,2.0,8.9,1,5.699285714285715
6.34,3.14,0.0,9.5,2.0,6.9,1,4.125714285714286
10.01,7.52,9.5,9.7,2.0,9.1,1,6.975714285714287
8.425,7.52,10.0,9.0,2.0,7.3,1,6.463571428571428
9.345,7.52,8.0,7.5,2.0,7.8,1,6.166428571428571
8.34,7.52,9.0,9.8,2.0,5.9,1,6.222857142857142
9.925,7.52,10.0,9.3,2.0,9.1,0,6.835000000000001
9.925,7.52,9.0,9.9,2.0,9.0,1,6.906428571428571
9.84,7.52,10.0,9.8,2.0,9.3,0,6.922857142857142
10.01,7.52,10.0,9.5,2.0,9.2,1,7.032857142857144
9.0,3.14,0.0,9.2,2.0,7.9,1,4.605714285714286
10.01,7.52,9.0,9.6,2.0,9.3,1,6.91857142857143
8.84,7.52,10.0,9.6,2.0,7.7,0,6.522857142857143
5.85,7.52,8.5,10.0,2.0,6.3,1,5.881428571428571
8.665,2.52,0.0,8.7,2.0,6.2,1,4.154999999999999
10.01,7.52,9.0,9.2,2.0,8.7,1,6.775714285714287
7.175,7.52,0.0,9.1,2.0,6.8,1,4.799285714285714
7.095,6.27,8.5,8.3,2.0,7.8,1,5.852142857142857
8.08,7.52,9.5,9.1,2.0,8.0,1,6.457142857142857
10.01,7.52,9.5,9.8,2.0,8.5,1,6.904285714285714
8.5,7.52,8.5,9.4,2.0,7.2,1,6.302857142857143
7.18,6.27,8.5,8.2,2.0,4.7,1,5.4071428571428575
7.675,7.52,10.0,10.0,2.0,5.0,1,6.170714285714285
7.35,7.52,9.5,8.0,2.0,6.5,1,5.981428571428571
10.01,7.52,9.0,9.7,2.0,8.3,1,6.79
8.33,7.52,9.5,9.1,2.0,5.8,0,6.035714285714286
7.51,7.52,8.5,9.7,2.0,5.5,0,5.818571428571429
9.84,7.52,8.5,8.1,2.0,9.4,0,6.4799999999999995
8.17,3.77,7.8,6.4,2.0,6.9,0,5.005714285714285
7.84,3.77,9.0,9.1,2.0,6.0,0,5.387142857142857
7.415,3.77,0.0,8.6,2.0,5.2,1,3.9978571428571428
9.34,3.77,9.0,9.1,2.0,8.8,0,6.001428571428572
7.67,7.52,7.9,9.2,2.0,6.5,0,5.827142857142857
8.34,6.27,9.5,9.2,2.0,8.6,0,6.272857142857143
8.085,5.02,8.5,7.4,2.0,5.8,0,5.257857142857143
9.34,3.77,9.0,9.8,2.0,8.6,0,6.072857142857143
9.51,6.27,9.5,9.6,2.0,6.0,0,6.125714285714286
9.34,5.02,0.0,9.8,2.0,6.3,0,4.637142857142857
9.755,2.52,10.0,10.0,2.0,8.7,1,6.282142857142857
9.01,2.52,9.5,9.1,2.0,5.8,0,5.418571428571428
8.835,2.52,0.0,9.1,2.0,8.6,0,4.436428571428571
9.415,2.52,8.5,9.9,2.0,8.8,0,5.876428571428572
9.84,7.52,8.0,9.8,2.0,8.3,0,6.494285714285714
8.5,2.52,9.0,9.3,2.0,6.8,0,5.445714285714286
8.83,2.52,9.5,9.1,2.0,8.3,0,5.75
9.76,6.27,0.0,9.8,2.0,7.3,0,5.018571428571429
9.84,7.52,7.9,8.1,2.0,8.5,1,6.408571428571428
10.01,2.52,9.5,8.1,2.0,8.3,1,5.91857142857143
9.84,10.0,10.0,8.2,2.0,8.7,1,7.105714285714285
10.01,7.52,0.0,8.5,2.0,7.8,1,5.261428571428572
9.585,3.14,10.0,9.1,2.0,7.7,1,6.075000000000001
8.84,3.14,9.5,8.2,2.0,8.0,1,5.811428571428571
6.16,3.14,9.5,8.4,2.0,4.6,1,4.971428571428572
10.01,3.77,9.5,9.8,2.0,8.6,0,6.24
8.67,3.77,7.9,8.5,2.0,5.2,1,5.291428571428571
7.265,3.77,9.5,9.4,2.0,6.0,0,5.4192857142857145
7.18,3.77,9.5,7.9,2.0,5.1,1,5.207142857142857
10.01,3.77,10.0,9.2,2.0,8.6,1,6.368571428571429
8.595,3.77,7.5,8.7,2.0,7.1,0,5.380714285714285
9.84,3.77,9.5,9.3,2.0,7.9,1,6.187142857142857
9.84,3.77,9.0,9.4,2.0,8.3,1,6.187142857142858
6.32,3.14,9.5,7.7,2.0,3.4,1,4.722857142857143
8.92,3.77,0.0,8.3,2.0,5.9,0,4.127142857142857
8.585,3.14,0.0,8.8,2.0,8.2,0,4.389285714285714
8.92,3.77,8.5,9.4,2.0,7.0,0,5.655714285714285
9.505,3.14,0.0,8.9,2.0,8.3,1,4.692142857142857
9.17,7.52,9.0,9.1,2.0,7.8,1,6.5128571428571425
8.92,7.52,9.0,9.7,2.0,7.0,1,6.448571428571428
8.75,7.52,9.0,8.5,2.0,4.0,0,5.681428571428571
7.835,7.52,8.0,8.5,2.0,8.7,0,6.0792857142857155
7.42,7.52,9.0,9.6,2.0,7.9,0,6.2057142857142855
8.165,7.52,9.5,7.9,2.0,8.8,0,6.269285714285715
8.0,7.52,9.0,9.3,2.0,8.7,0,6.359999999999999
8.165,6.89,0.0,8.3,2.0,8.8,1,5.022142857142858
7.68,7.52,9.0,7.4,2.0,8.3,0,5.985714285714287
7.5,7.52,9.0,8.6,2.0,8.4,0,6.145714285714285
7.01,3.77,8.0,9.1,2.0,8.6,1,5.640000000000001
7.84,3.77,0.0,9.0,2.0,8.8,0,4.4871428571428575
8.59,3.77,9.5,10.0,2.0,9.4,0,6.18
7.675,3.77,9.5,8.6,2.0,5.2,0,5.2492857142857146
7.845,3.77,10.0,9.9,2.0,6.6,0,5.730714285714286
5.76,4.39,9.0,9.6,2.0,8.3,0,5.578571428571428
8.255,3.77,9.0,9.7,2.0,8.2,0,5.846428571428571
7.786666667,6.27,10.0,9.3,3.0,6.3,1,6.236666666714285
7.446666667,7.52,8.5,8.0,3.0,6.9,1,6.052380952428571
8.226666667,7.52,8.0,9.0,3.0,6.9,1,6.235238095285714
7.73,7.52,10.0,9.5,3.0,6.7,1,6.492857142857143
8.116666667,5.02,0.0,8.0,3.0,7.7,1,4.690952381000001
8.06,7.52,8.5,9.3,3.0,8.6,1,6.5685714285714285
8.06,5.02,0.0,8.5,3.0,6.3,0,4.411428571428571
8.503333333,5.02,0.0,9.4,3.0,6.7,0,4.6604761904285725
7.836666667,5.02,7.5,9.1,3.0,4.3,0,5.250952380999999
5.896666667,2.52,7.9,7.5,3.0,5.5,1,4.759523809571428
8.056666667,2.52,10.0,9.1,3.0,6.1,0,5.5395238095714285
7.893333333,3.77,8.0,9.2,3.0,3.3,0,5.023333333285714
7.893333333,3.77,8.5,8.5,3.0,4.7,0,5.1947619047142854
9.06,6.27,10.0,10.0,3.0,9.1,0,6.775714285714286
6.173333333,3.77,8.5,8.3,3.0,6.0,1,5.249047619
8.336666667,7.52,10.0,9.7,3.0,7.9,1,6.779523809571429
8.336666667,6.27,8.0,8.8,3.0,7.3,1,6.100952380999999
8.95,6.27,0.0,10.0,3.0,9.8,1,5.574285714285714
8.95,7.52,8.5,9.8,3.0,8.0,0,6.538571428571428
7.836666667,7.52,8.5,8.9,3.0,7.5,0,6.179523809571428
7.78,7.52,0.0,9.1,3.0,6.4,1,4.971428571428571
7.06,7.52,8.5,9.8,3.0,3.2,1,5.725714285714285
8.113333333,2.52,8.5,9.9,3.0,5.7,0,5.390476190428572
7.613333333,7.52,9.0,9.3,3.0,5.8,1,6.176190476142857
8.836666667,7.52,8.0,8.3,3.0,7.9,0,6.222380952428571
8.333333333,7.52,9.5,9.7,3.0,6.0,1,6.4361904761428566
6.893333333,7.52,8.0,9.6,3.0,6.8,1,6.116190476142856
7.946666667,7.52,0.0,9.2,3.0,5.0,1,4.809523809571429
8.56,7.52,8.5,9.0,3.0,8.0,1,6.511428571428572
8.006666667,3.77,10.0,6.3,3.0,5.4,0,5.210952381
8.39,3.77,8.5,9.7,3.0,6.9,1,5.894285714285714
8.45,7.52,7.5,9.2,3.0,8.3,1,6.424285714285714
9.396666667,7.52,7.0,8.4,3.0,8.9,1,6.4595238095714285
7.39,7.52,7.4,7.7,3.0,4.6,1,5.515714285714287
7.78,7.52,9.0,9.1,3.0,6.5,1,6.271428571428571
7.006666667,7.52,8.0,8.8,3.0,5.9,1,5.889523809571428
7.563333333,7.52,8.5,9.5,3.0,6.0,1,6.154761904714285
9.006666667,7.52,9.0,8.9,3.0,7.9,1,6.618095238142857
8.393333333,7.52,7.5,9.0,3.0,8.3,1,6.387619047571428
7.78,7.52,0.0,8.3,3.0,5.8,0,4.628571428571428
8.67,5.02,10.0,8.7,3.0,7.8,1,6.312857142857142
8.67,7.52,9.5,10.0,3.0,6.8,0,6.498571428571428
8.28,7.52,7.9,7.4,3.0,8.9,1,6.285714285714286
8.336666667,7.52,8.0,9.3,3.0,6.0,0,6.022380952428571
8.336666667,3.77,0.0,9.6,3.0,8.0,1,4.815238095285714
8.17,7.52,9.0,8.4,3.0,6.7,1,6.255714285714285
8.503333333,5.02,9.0,9.3,3.0,8.0,1,6.260476190428571
8.17,7.52,8.0,9.3,3.0,6.5,1,6.212857142857142
8.056666667,7.52,8.0,9.9,3.0,6.2,1,6.239523809571429
8.06,7.52,10.0,9.3,3.0,6.6,1,6.497142857142856
8.003333333,7.52,10.0,7.2,3.0,3.3,1,5.717619047571428
8.893333333,7.52,10.0,8.7,3.0,6.2,0,6.330476190428572
7.836666667,7.52,9.0,9.3,3.0,7.0,0,6.236666666714285
8.223333333,7.52,9.0,9.9,3.0,7.4,1,6.577619047571429
8.166666667,3.77,0.0,9.9,3.0,7.9,1,4.819523809571429
7.666666667,3.77,0.0,6.5,3.0,4.3,1,3.748095238142857
8.166666667,3.77,8.0,9.6,3.0,7.5,1,5.8623809524285715
8.11,6.27,8.5,9.5,3.0,6.7,1,6.154285714285714
7.833333333,6.27,10.0,7.9,3.0,2.5,1,5.5004761904285715
7.443333333,3.77,9.0,8.7,3.0,5.6,1,5.501904761857142
8.336666667,7.52,8.0,9.7,3.0,6.1,1,6.236666666714286
8.893333333,3.77,9.5,9.3,3.0,7.0,1,6.0661904761428564
8.446666667,7.52,0.0,8.5,3.0,5.9,1,4.909523809571428
8.39,3.77,9.5,9.1,3.0,7.8,0,5.937142857142857
8.443333333,7.52,8.5,9.5,3.0,8.4,0,6.480476190428571
7.113333333,3.77,0.0,8.0,3.0,7.2,0,4.154761904714285
8.28,7.52,9.5,9.4,3.0,7.9,1,6.657142857142857
8.166666667,2.52,9.0,6.0,3.0,5.6,1,5.040952380999999
8.223333333,3.77,0.0,8.5,3.0,6.3,0,4.256190476142857
7.893333333,3.77,10.0,8.5,3.0,6.9,0,5.723333333285714
8.056666667,3.77,8.5,7.3,3.0,5.9,1,5.360952381
8.5,3.77,8.5,9.5,3.0,8.2,1,6.067142857142857
7.943333333,7.52,10.0,7.7,3.0,6.3,1,6.209047619000001
8.223333333,6.27,9.0,9.2,3.0,7.2,1,6.270476190428572
8.613333333,6.27,8.5,8.9,3.0,8.4,0,6.240476190428572
7.946666667,3.77,0.0,9.8,3.0,6.5,1,4.573809523857143
7.833333333,7.52,0.0,9.0,3.0,5.3,0,4.664761904714285
8.67,7.52,8.5,9.8,3.0,9.0,1,6.784285714285714
7.393333333,7.52,8.0,9.8,3.0,7.9,1,6.373333333285714
8.393333333,7.52,0.0,9.0,3.0,8.1,1,5.287619047571428
7.113333333,3.77,9.5,9.0,3.0,6.5,1,5.697619047571428
6.836666667,3.14,9.5,5.6,3.0,6.7,1,5.110952381
7.5,5.02,9.5,8.1,3.0,6.4,1,5.788571428571428
7.393333333,5.02,7.5,7.5,3.0,3.6,1,5.001904761857142
7.616666667,3.77,9.0,7.9,3.0,5.0,1,5.326666666714286
7.223333333,3.14,0.0,8.0,3.0,7.4,1,4.251904761857142
7.783333333,7.52,9.5,7.8,3.0,7.5,0,6.157619047571428
7.673333333,3.77,10.0,8.2,3.0,7.4,1,5.8633333332857145
8.616666667,6.27,0.0,9.1,3.0,8.6,0,5.083809523857143
7.45,3.14,8.5,7.6,3.0,6.8,1,5.355714285714285
6.89,3.14,0.0,5.6,3.0,6.4,1,3.718571428571429
7.836666667,7.52,8.5,8.6,3.0,6.6,1,6.150952381000001
7.276666667,7.52,0.0,7.2,3.0,5.5,1,4.4995238095714285
8.56,7.52,10.0,9.6,3.0,8.5,1,6.882857142857143
8.39,7.52,9.0,9.2,3.0,8.6,1,6.672857142857143
7.223333333,7.52,0.0,7.0,3.0,3.5,1,4.1776190475714285
8.056666667,7.52,8.5,8.4,3.0,7.2,1,6.239523809571429
8.113333333,7.52,8.5,9.6,3.0,8.1,0,6.404761904714285
7.723333333,7.52,0.0,8.1,3.0,5.3,1,4.663333333285714
8.336666667,7.52,9.0,10.0,3.0,8.7,0,6.650952381000001
7.67,3.14,10.0,9.1,3.0,5.8,1,5.672857142857143
8.62,7.52,8.5,7.9,3.0,8.2,1,6.391428571428571
8.45,7.52,9.5,8.9,3.0,9.4,1,6.824285714285714
8.223333333,7.52,8.5,8.5,3.0,6.0,1,6.1061904761428565
8.336666667,4.39,10.0,8.7,3.0,8.7,1,6.303809523857142
8.17,7.52,8.0,7.5,3.0,6.8,1,5.998571428571428
8.113333333,7.52,10.0,7.5,3.0,6.2,1,6.190476190428571
8.283333333,2.52,7.9,9.8,3.0,6.9,0,5.486190476142857
8.783333333,7.52,10.0,9.5,3.0,7.3,1,6.729047618999999
8.67,7.52,9.0,8.5,3.0,8.8,1,6.641428571428571
6.72,7.52,8.5,7.0,3.0,2.7,1,5.2057142857142855
8.286666667,7.52,0.0,8.1,3.0,7.4,1,5.043809523857143
7.393333333,7.52,6.9,7.4,3.0,7.0,1,5.744761904714286
8.116666667,7.52,9.0,9.6,3.0,8.0,1,6.605238095285714
8.12,7.52,9.0,9.7,3.0,8.4,1,6.677142857142857
8.34,7.52,10.0,10.0,3.0,6.3,0,6.451428571428571
7.95,7.52,10.0,9.4,3.0,7.5,1,6.624285714285714
8.283333333,7.52,10.0,9.5,3.0,8.5,1,6.829047619
7.336666667,6.27,8.5,7.1,3.0,5.8,1,5.5723809524285715
8.116666667,7.52,0.0,9.0,3.0,6.9,1,5.076666666714286
7.446666667,7.52,10.0,8.3,3.0,6.3,1,6.223809523857142
7.62,3.14,10.0,8.7,3.0,5.4,0,5.4085714285714275
6.94,3.14,10.0,8.0,3.0,3.1,1,5.025714285714286
8.73,3.14,7.9,8.1,3.0,8.1,1,5.710000000000001
8.673333333,2.52,10.0,9.8,3.0,7.6,1,6.084761904714285
9.286666667,3.77,9.0,9.7,3.0,9.7,1,6.493809523857144
8.673333333,3.14,9.0,8.6,3.0,5.7,1,5.58761904757143
8.226666667,2.52,9.5,4.9,3.0,5.2,1,4.906666666714286
9.23,3.14,9.0,9.4,3.0,8.4,0,6.024285714285715
8.836666667,3.14,9.5,9.7,3.0,9.3,1,6.3538095238571435
8.503333333,3.77,7.4,7.7,3.0,6.2,0,5.224761904714286
8.616666667,3.14,10.0,9.7,3.0,7.6,1,6.150952381000001
8.56,3.77,10.0,9.5,3.0,7.4,1,6.175714285714285
8.673333333,3.77,9.0,8.6,3.0,5.7,1,5.6776190475714285
9.23,7.52,9.5,9.9,3.0,6.4,1,6.6499999999999995
8.84,7.52,0.0,9.3,3.0,6.3,0,4.994285714285715
7.89,7.52,9.5,9.5,3.0,5.9,1,6.329999999999999
8.56,7.52,0.0,9.2,3.0,7.8,0,5.154285714285714
8.84,7.52,8.5,9.8,3.0,8.6,1,6.751428571428571
8.84,7.52,8.5,9.6,3.0,7.0,1,6.494285714285715
8.003333333,7.52,0.0,7.2,3.0,4.8,1,4.503333333285714
